orientation,h,k,l,thickness_A,I_with_abs,I_without_abs
orientation_1,-2,1,-2,2180.0,3.974838769790945e-05,0.00046092918927276256
orientation_1,-2,1,-2,2200.0,3.830664250917422e-05,0.00045404933414026194
orientation_1,-2,1,-2,2220.0,3.691688186177611e-05,0.0004472581450167731
orientation_1,-2,1,-2,2240.0,3.5577364541764385e-05,0.0004405638474774783
orientation_1,-2,1,-2,2260.0,3.4289737163359404e-05,0.000433986608455598
orientation_1,-2,1,-2,2280.0,3.304708334728564e-05,0.00042748306706885523
orientation_1,-2,1,-2,2300.0,3.1855022678467955e-05,0.00042114205605053737
orientation_1,-2,1,-2,2320.0,3.070830562139275e-05,0.00041491718588347923
orientation_1,-2,1,-2,2340.0,2.960683511668988e-05,0.0004088301795275772
orientation_1,-2,1,-2,2360.0,2.854939512085965e-05,0.00040288774297416575
orientation_1,-2,1,-2,2380.0,2.7534549042555114e-05,0.0003970979673401374
orientation_1,-2,1,-2,2400.0,2.6562982650947633e-05,0.00039146762770179934
orientation_1,-2,1,-2,2420.0,2.5629413672244288e-05,0.0003859954093910172
orientation_1,-2,1,-2,2440.0,2.4737129274268537e-05,0.00038071161589695127
orientation_1,-2,1,-2,2460.0,2.3882587649421907e-05,0.0003755988099158777
orientation_1,-2,1,-2,2480.0,2.3065114782552146e-05,0.00037067054912183294
orientation_1,-2,1,-2,2500.0,2.2282483334046588e-05,0.00036593411399563915
orientation_1,-1,-5,5,100.0,1.9621243864030075e-05,2.1960030616650938e-05
orientation_1,-1,-5,5,120.0,2.3019247310489505e-05,2.634988990518347e-05
orientation_1,-1,-5,5,140.0,2.625220770945213e-05,3.0735106909299294e-05
orientation_1,-1,-5,5,160.0,2.9325238267383476e-05,3.511491098976254e-05
orientation_1,-1,-5,5,180.0,3.224333451238412e-05,3.9488532946237406e-05
orientation_1,-1,-5,5,200.0,3.5011376136989184e-05,4.385520521473e-05
orientation_1,-1,-5,5,220.0,3.7634128837603894e-05,4.8214162067888626e-05
orientation_1,-1,-5,5,240.0,4.011624614774857e-05,5.256463981598316e-05
orientation_1,-1,-5,5,260.0,4.246227126368684e-05,5.690587700778734e-05
orientation_1,-1,-5,5,280.0,4.467663886147476e-05,6.123711463102995e-05
orientation_1,-1,-5,5,300.0,4.6763676904651925e-05,6.555759631224108e-05
orientation_1,-1,-5,5,320.0,4.872760844188358e-05,6.986656851588073e-05
orientation_1,-1,-5,5,340.0,5.057255339391915e-05,7.416328074266605e-05
orientation_1,-1,-5,5,360.0,5.230253032927015e-05,7.844698572702588e-05
orientation_1,-1,-5,5,380.0,5.3921458228044065e-05,8.271693963361707e-05
orientation_1,-1,-5,5,400.0,5.543315823339992e-05,8.69724022528415e-05
orientation_1,-1,-5,5,420.0,5.6841355390117325e-05,9.121263719530467e-05
orientation_1,-1,-5,5,440.0,5.814968036979871e-05,9.543691208515573e-05
orientation_1,-1,-5,5,460.0,5.936167118224656e-05,9.964449875225355e-05
orientation_1,-1,-5,5,480.0,6.048077487258473e-05,0.00010383467342310059
orientation_1,-1,-5,5,500.0,6.151034920371362e-05,0.00010800671691048963
orientation_1,-1,-5,5,520.0,6.245366432371372e-05,0.00011215991480180647
orientation_1,-1,-5,5,540.0,6.331390395748891e-05,0.00011629355764593444
orientation_1,-1,-5,5,560.0,6.409416886063969e-05,0.00012040694113870545
orientation_1,-1,-5,5,580.0,6.479747574881457e-05,0.00012449936630684301
orientation_1,-1,-5,5,600.0,6.542676067155314e-05,0.0001285701396903437
orientation_1,-1,-5,5,620.0,6.598488016281776e-05,0.00013261857352324862
orientation_1,-1,-5,5,640.0,6.64746128111768e-05,0.00013664398591273753
orientation_1,-1,-5,5,660.0,6.68986608128251e-05,0.00014064570101651733
orientation_1,-1,-5,5,680.0,6.725965150722026e-05,0.00014462304921842442
orientation_1,-1,-5,5,700.0,6.756013889511435e-05,0.00014857536730221882
orientation_1,-1,-5,5,720.0,6.780260513881139e-05,0.00015250199862349158
orientation_1,-1,-5,5,740.0,6.798946204446591e-05,0.00015640229327967454
orientation_1,-1,-5,5,760.0,6.812305252626395e-05,0.00016027560827803298
orientation_1,-1,-5,5,780.0,6.820565205236638e-05,0.00016412130770168497
orientation_1,-1,-5,5,800.0,6.82394700724694e-05,0.00016793876287352766
orientation_1,-1,-5,5,820.0,6.822665142688186e-05,0.00017172735251804784
orientation_1,-1,-5,5,840.0,6.816927773701364e-05,0.0001754864629209417
orientation_1,-1,-5,5,860.0,6.806936877727627e-05,0.000179215488086711
orientation_1,-1,-5,5,880.0,6.792888382807945e-05,0.00018291382989353797
orientation_1,-1,-5,5,900.0,6.77497230102826e-05,0.00018658089824647917
orientation_1,-1,-5,5,920.0,6.753372860065167e-05,0.00019021611122785684
orientation_1,-1,-5,5,940.0,6.72826863285287e-05,0.00019381889524543037
orientation_1,-1,-5,5,960.0,6.699832665759949e-05,0.00019738868518992956
orientation_1,-1,-5,5,980.0,6.668232602498039e-05,0.000200924924519335
orientation_1,-1,-5,5,1000.0,6.633630812092966e-05,0.00020442706551752044
orientation_1,-1,-5,5,1020.0,6.596184507040398e-05,0.0002078945693145728
orientation_1,-1,-5,5,1040.0,6.556045865523055e-05,0.00021132690608123236
orientation_1,-1,-5,5,1060.0,6.513362149208714e-05,0.00021472355514459354
orientation_1,-1,-5,5,1080.0,6.468275820573904e-05,0.00021808400514636614
orientation_1,-1,-5,5,1100.0,6.420924655829065e-05,0.00022140775411416363
orientation_1,-1,-5,5,1120.0,6.371441859378013e-05,0.00022469430964322813
orientation_1,-1,-5,5,1140.0,6.319956173833607e-05,0.00022794318898908847
orientation_1,-1,-5,5,1160.0,6.266591989265764e-05,0.00023115391919345705
orientation_1,-1,-5,5,1180.0,6.211469448062697e-05,0.0002343260371110087
orientation_1,-1,-5,5,1200.0,6.15470455509316e-05,0.00023745908969929831
orientation_1,-1,-5,5,1220.0,6.0964092845682004e-05,0.00024055263427161626
orientation_1,-1,-5,5,1240.0,6.036691675573375e-05,0.00024360623837681755
orientation_1,-1,-5,5,1260.0,5.9756559102446396e-05,0.00024661947899273925
orientation_1,-1,-5,5,1280.0,5.9134024590775596e-05,0.00024959194453737
orientation_1,-1,-5,5,1300.0,5.8500281456931674e-05,0.00025252323370254727
orientation_1,-1,-5,5,1320.0,5.78562624331148e-05,0.0002554129555992857
orientation_1,-1,-5,5,1340.0,5.720286580047559e-05,0.00025826073039280533
orientation_1,-1,-5,5,1360.0,5.6540956174711814e-05,0.0002610661888401892
orientation_1,-1,-5,5,1380.0,5.5871364556325876e-05,0.0002638289683070982
orientation_1,-1,-5,5,1400.0,5.519489668468354e-05,0.0002665487489844734
orientation_1,-1,-5,5,1420.0,5.451231006044045e-05,0.00026922513818626186
orientation_1,-1,-5,5,1440.0,5.3824353432452526e-05,0.00027185785874355036
orientation_1,-1,-5,5,1460.0,5.313173348523314e-05,0.00027444658232404854
orientation_1,-1,-5,5,1480.0,5.2435131304780364e-05,0.0002769910060701214
orientation_1,-1,-5,5,1500.0,5.173520117723772e-05,0.00027949084341379206
orientation_1,-1,-5,5,1520.0,5.1032567148256115e-05,0.00028194580102498714
orientation_1,-1,-5,5,1540.0,5.032783201870057e-05,0.0002843556240344927
orientation_1,-1,-5,5,1560.0,4.962157234045821e-05,0.00028672006547688126
orientation_1,-1,-5,5,1580.0,4.891433109484084e-05,0.00028903883745743877
orientation_1,-1,-5,5,1600.0,4.820492951052581e-05,0.0002913099085077947
orientation_1,-1,-5,5,1620.0,4.749900506817033e-05,0.0002935385638433079
orientation_1,-1,-5,5,1640.0,4.6791901321779764e-05,0.00029571907199840453
orientation_1,-1,-5,5,1660.0,4.6085788923459814e-05,0.00029785307388701537
orientation_1,-1,-5,5,1680.0,4.5381105709521084e-05,0.00029994038660679574
orientation_1,-1,-5,5,1700.0,4.467826994298384e-05,0.00030198084653277853
orientation_1,-1,-5,5,1720.0,4.397767202384404e-05,0.00030397424743535236
orientation_1,-1,-5,5,1740.0,4.3279695821011104e-05,0.0003059204833641008
orientation_1,-1,-5,5,1760.0,4.2584734211319594e-05,0.0003078196692730215
orientation_1,-1,-5,5,1780.0,4.189313386262301e-05,0.0003096717439315211
orientation_1,-1,-5,5,1800.0,4.1205799258035104e-05,0.00031147477705838195
orientation_1,-1,-5,5,1820.0,4.0520887873416294e-05,0.0003132310211554245
orientation_1,-1,-5,5,1840.0,3.9841032504422765e-05,0.0003149395078489188
orientation_1,-1,-5,5,1860.0,3.9165667870396955e-05,0.0003166000041537797
orientation_1,-1,-5,5,1880.0,3.849510838160834e-05,0.00031821290976691855
orientation_1,-1,-5,5,1900.0,3.782954020794146e-05,0.00031977770065684633
orientation_1,-1,-5,5,1920.0,3.716920506852488e-05,0.0003212944394438776
orientation_1,-1,-5,5,1940.0,3.651473976897863e-05,0.00032276690929523426
orientation_1,-1,-5,5,1960.0,3.5864964249375205e-05,0.000324182574896001
orientation_1,-1,-5,5,1980.0,3.522173498696237e-05,0.00032555660690366855
orientation_1,-1,-5,5,2000.0,3.4584374402427036e-05,0.0003268812014938152
orientation_1,-1,-5,5,2020.0,3.395319054482325e-05,0.0003281577133317879
orientation_1,-1,-5,5,2040.0,3.3328901307618e-05,0.00032938630359605203
orientation_1,-1,-5,5,2060.0,3.27099764642186e-05,0.0003305668804219889
orientation_1,-1,-5,5,2080.0,3.209819476951837e-05,0.00033169940799538435
orientation_1,-1,-5,5,2100.0,3.14929108822416e-05,0.000332781640975864
orientation_1,-1,-5,5,2120.0,3.0894967805899636e-05,0.00033382162949150985
orientation_1,-1,-5,5,2140.0,3.0303660844460606e-05,0.0003348107213695593
orientation_1,-1,-5,5,2160.0,2.97193960386988e-05,0.0003357524594031405
orientation_1,-1,-5,5,2180.0,2.9142261237475367e-05,0.00033664705416942126
orientation_1,-1,-5,5,2200.0,2.8572245216432636e-05,0.00033749363136908333
orientation_1,-1,-5,5,2220.0,2.800949593074517e-05,0.0003382933243506699
orientation_1,-1,-5,5,2240.0,2.7453903088595983e-05,0.00033904419142058385
orientation_1,-1,-5,5,2260.0,2.690617807590155e-05,0.00033975487230534336
orientation_1,-1,-5,5,2280.0,2.6364932981059062e-05,0.0003404070262626888
orientation_1,-1,-5,5,2300.0,2.5831884859566113e-05,0.00034102286151073966
orientation_1,-1,-5,5,2320.0,2.530601711489881e-05,0.00034158882018258915
orientation_1,-1,-5,5,2340.0,2.4787618217209008e-05,0.00034210862163929775
orientation_1,-1,-5,5,2360.0,2.427669681710735e-05,0.0003425824006868485
orientation_1,-1,-5,5,2380.0,2.3773188928798754e-05,0.0003430093143754263
orientation_1,-1,-5,5,2400.0,2.327753206062585e-05,0.00034339611280668786
orientation_1,-1,-5,5,2420.0,2.278875265114359e-05,0.0003437282968826407
orientation_1,-1,-5,5,2440.0,2.2307911066763896e-05,0.0003440224889794673
orientation_1,-1,-5,5,2460.0,2.1834418241925096e-05,0.0003442700238834619
orientation_1,-1,-5,5,2480.0,2.1368376876313444e-05,0.00034447307558267264
orientation_1,-1,-5,5,2500.0,2.090807114794213e-05,0.0003446415034598313
orientation_1,4,0,2,100.0,2.6339649399647036e-05,2.9482590550181788e-05
orientation_1,4,0,2,120.0,3.0897024935843625e-05,3.537230774040811e-05
orientation_1,4,0,2,140.0,3.523098107844004e-05,4.125365778108753e-05
orientation_1,4,0,2,160.0,3.934821959722269e-05,4.712525361775817e-05
orientation_1,4,0,2,180.0,4.32553059296052e-05,5.2985711667175665e-05
orientation_1,4,0,2,200.0,4.695867043269661e-05,5.883365230001756e-05
orientation_1,4,0,2,220.0,5.046460967507772e-05,6.4667700326512e-05
orientation_1,4,0,2,240.0,5.377928776348137e-05,7.048648548195474e-05
orientation_1,4,0,2,260.0,5.6908746829479455e-05,7.628864291095817e-05
orientation_1,4,0,2,280.0,5.985887312718249e-05,8.207281364987229e-05
orientation_1,4,0,2,300.0,6.263544959727785e-05,8.783764510703454e-05
orientation_1,4,0,2,320.0,6.524412436794896e-05,9.358179154058408e-05
orientation_1,4,0,2,340.0,6.769042017642498e-05,9.930391453362279e-05
orientation_1,4,0,2,360.0,6.997973585688193e-05,0.00010500268346651359
orientation_1,4,0,2,380.0,7.211734784879892e-05,0.00011067677598612367
orientation_1,4,0,2,400.0,7.410841172410552e-05,0.00011632487847182262
orientation_1,4,0,2,420.0,7.595796373150055e-05,0.00012194568649804758
orientation_1,4,0,2,440.0,7.767092235636906e-05,0.0001275379052932533
orientation_1,4,0,2,460.0,7.925208989476797e-05,0.0001331002501950653
orientation_1,4,0,2,480.0,8.070615403999445e-05,0.00013863144710145854
orientation_1,4,0,2,500.0,8.203768948029484e-05,0.0001441302329177793
orientation_1,4,0,2,520.0,8.325115950631287e-05,0.0001495953559994411
orientation_1,4,0,2,540.0,8.435091762692002e-05,0.00015502557659011735
orientation_1,4,0,2,560.0,8.534120919211187e-05,0.00016041966725525829
orientation_1,4,0,2,580.0,8.622617302169299e-05,0.0001657764133107647
orientation_1,4,0,2,600.0,8.700984303851728e-05,0.00017109461324665007
orientation_1,4,0,2,620.0,8.769614990509343e-05,0.00017637307914552926
orientation_1,4,0,2,640.0,8.828892266238912e-05,0.00018161063709575478
orientation_1,4,0,2,660.0,8.879189036972738e-05,0.00018680612759906705
orientation_1,4,0,2,680.0,8.92086837447049e-05,0.00019195840597256844
orientation_1,4,0,2,700.0,8.9542836802067e-05,0.00019706634274489385
orientation_1,4,0,2,720.0,8.979778849056889e-05,0.00020212882404639065
orientation_1,4,0,2,740.0,8.997688432683779e-05,0.00020714475199321377
orientation_1,4,0,2,760.0,9.008337802530504e-05,0.00021211304506508276
orientation_1,4,0,2,780.0,9.012043312333678e-05,0.0002170326384766841
orientation_1,4,0,2,800.0,9.009112460068261e-05,0.000221902484542483
orientation_1,4,0,2,820.0,8.999844049242574e-05,0.00022672155303482362
orientation_1,4,0,2,840.0,8.984528349463093e-05,0.00023148883153515577
orientation_1,4,0,2,860.0,8.963447256204561e-05,0.00023620332577853307
orientation_1,4,0,2,880.0,8.936874449678981e-05,0.00024086405999036842
orientation_1,4,0,2,900.0,8.905075552790492e-05,0.00024547007721678436
orientation_1,4,0,2,920.0,8.868308288054446e-05,0.0002500204396469775
orientation_1,4,0,2,940.0,8.826822633449737e-05,0.00025451422892831804
orientation_1,4,0,2,960.0,8.780860977670505e-05,0.00025895054648972666
orientation_1,4,0,2,980.0,8.73065827097627e-05,0.0002633285137619229
orientation_1,4,0,2,1000.0,8.676442182814316e-05,0.00026764727262823074
orientation_1,4,0,2,1020.0,8.618433247455089e-05,0.00027190598554964024
orientation_1,4,0,2,1040.0,8.556845016292555e-05,0.0002761038359199994
orientation_1,4,0,2,1060.0,8.491884205328196e-05,0.0002802400283104472
orientation_1,4,0,2,1080.0,8.423750843105968e-05,0.0002843137887665488
orientation_1,4,0,2,1100.0,8.352638413760401e-05,0.0002883243649834721
orientation_1,4,0,2,1120.0,8.278734003128731e-05,0.0002922710266252723
orientation_1,4,0,2,1140.0,8.20221843982262e-05,0.00029615306551930527
orientation_1,4,0,2,1160.0,8.123266436581563e-05,0.0002999697958905968
orientation_1,4,0,2,1180.0,8.042046724117277e-05,0.0003037205544579937
orientation_1,4,0,2,1200.0,7.958722199076827e-05,0.00030740470087967385
orientation_1,4,0,2,1220.0,7.873443243104476e-05,0.00031102161814302605
orientation_1,4,0,2,1240.0,7.786375049195348e-05,0.00031457071244474775
orientation_1,4,0,2,1260.0,7.69766398599294e-05,0.00031805141215707433
orientation_1,4,0,2,1280.0,7.607437098674868e-05,0.00032146317055518117
orientation_1,4,0,2,1300.0,7.515836973178104e-05,0.00032480546428593295
orientation_1,4,0,2,1320.0,7.422994251257638e-05,0.0003280777935850052
orientation_1,4,0,2,1340.0,7.329034658788933e-05,0.0003312796831546737
orientation_1,4,0,2,1360.0,7.234079112181586e-05,0.0003344106815528621
orientation_1,4,0,2,1380.0,7.138243726409867e-05,0.00033747035584202813
orientation_1,4,0,2,1400.0,7.041640940868817e-05,0.0003404583403261009
orientation_1,4,0,2,1420.0,6.944376430515018e-05,0.0003433741809017087
orientation_1,4,0,2,1440.0,6.846554419901994e-05,0.0003462175884467506
orientation_1,4,0,2,1460.0,6.748273204860248e-05,0.00034898821464473065
orientation_1,4,0,2,1480.0,6.649627372052733e-05,0.0003516857550322526
orientation_1,4,0,2,1500.0,6.5507076404386e-05,0.0003543099259665068
orientation_1,4,0,2,1520.0,6.451600399861877e-05,0.00035686048688022453
orientation_1,4,0,2,1540.0,6.352388931276153e-05,0.0003593371945075744
orientation_1,4,0,2,1560.0,6.253152732701372e-05,0.00036173986834730647
orientation_1,4,0,2,1580.0,6.153966539628933e-05,0.0003640682714990696
orientation_1,4,0,2,1600.0,6.0546738073643225e-05,0.0003663081825600482
orientation_1,4,0,2,1620.0,5.9560324063621057e-05,0.0003685018261465298
orientation_1,4,0,2,1640.0,5.85741864374277e-05,0.0003706067249422038
orientation_1,4,0,2,1660.0,5.759124743139835e-05,0.00037263692451799545
orientation_1,4,0,2,1680.0,5.6612100599912155e-05,0.00037459236977920295
orientation_1,4,0,2,1700.0,5.563731284182615e-05,0.00037647305253092443
orientation_1,4,0,2,1720.0,5.466741021729249e-05,0.00037827890773419934
orientation_1,4,0,2,1740.0,5.370290843678738e-05,0.000380010017191545
orientation_1,4,0,2,1760.0,5.274433326961985e-05,0.0003816667678869254
orientation_1,4,0,2,1780.0,5.179214608428054e-05,0.00038324931595380777
orientation_1,4,0,2,1800.0,5.0847549666382136e-05,0.0003847553236718605
orientation_1,4,0,2,1820.0,4.9908082173055514e-05,0.00038618807058534045
orientation_1,4,0,2,1840.0,4.897724964011932e-05,0.00038754652397601276
orientation_1,4,0,2,1860.0,4.805428840354825e-05,0.0003888306420761198
orientation_1,4,0,2,1880.0,4.713960961628661e-05,0.00039004125690268813
orientation_1,4,0,2,1900.0,4.6233448114782974e-05,0.0003911779472766004
orientation_1,4,0,2,1920.0,4.533611234469495e-05,0.0003922410911358492
orientation_1,4,0,2,1940.0,4.444844160987718e-05,0.00039323608575211774
orientation_1,4,0,2,1960.0,4.3568833048296435e-05,0.0003941464146557355
orientation_1,4,0,2,1980.0,4.2699758395160954e-05,0.00039499275713468534
orientation_1,4,0,2,2000.0,4.184028845095919e-05,0.0003957649789212578
orientation_1,4,0,2,2020.0,4.099081360268001e-05,0.0003964652233020669
orientation_1,4,0,2,2040.0,4.015229544635174e-05,0.000397094075671598
orientation_1,4,0,2,2060.0,3.9322597194849135e-05,0.000397651739361739
orientation_1,4,0,2,2080.0,3.850413825795301e-05,0.00039813853213295497
orientation_1,4,0,2,2100.0,3.769600728363801e-05,0.0003985518029985025
orientation_1,4,0,2,2120.0,3.689930992918755e-05,0.0003989027381566337
orientation_1,4,0,2,2140.0,3.611307139989921e-05,0.0003991800928506756
orientation_1,4,0,2,2160.0,3.533780833411821e-05,0.00039938900810645897
orientation_1,4,0,2,2180.0,3.457360912574004e-05,0.0003995301538935014
orientation_1,4,0,2,2200.0,3.382042942705338e-05,0.00039960276124816735
orientation_1,4,0,2,2220.0,3.3078436503985515e-05,0.0003996087437981516
orientation_1,4,0,2,2240.0,3.234745093391822e-05,0.0003995484453521685
orientation_1,4,0,2,2260.0,3.162839741036222e-05,0.00039942625787943794
orientation_1,4,0,2,2280.0,3.091938020542522e-05,0.00039922560893646095
orientation_1,4,0,2,2300.0,3.022266841989713e-05,0.0003989741446813101
orientation_1,4,0,2,2320.0,2.9536868496810036e-05,0.00039865414222192664
orientation_1,4,0,2,2340.0,2.8862333417184716e-05,0.0003982710159697357
orientation_1,4,0,2,2360.0,2.819903986135252e-05,0.0003978253604421551
orientation_1,4,0,2,2380.0,2.754686853117802e-05,0.00039731649400118614
orientation_1,4,0,2,2400.0,2.6906376207837353e-05,0.00039675396454103663
orientation_1,4,0,2,2420.0,2.6276216562698235e-05,0.0003961186684911699
orientation_1,4,0,2,2440.0,2.565778024759767e-05,0.00039543343258967
orientation_1,4,0,2,2460.0,2.5050242925984886e-05,0.0003946870589408407
orientation_1,4,0,2,2480.0,2.4453709803733718e-05,0.00039388292667056935
orientation_1,4,0,2,2500.0,2.3865823129708196e-05,0.00039303481814610404
orientation_1,3,9,-8,100.0,8.924173126081897e-06,9.979526102895475e-06
orientation_1,3,9,-8,120.0,1.0473257918366419e-05,1.1976566949294447e-05
orientation_1,3,9,-8,140.0,1.1948671256024187e-05,1.3972649026939227e-05
orientation_1,3,9,-8,160.0,1.3352798786767786e-05,1.59676128203372e-05
